policy_id,insured_id,gender,birth_year,issue_age,issue_date,issue_year,valuation_date,valuation_year,product_type,policy_term,policy_duration,face_amount,annual_premium,payment_mode,smoking_status,risk_class,policy_status,account_value,claim_flag
P000533,I00386,M,2003,18,2021-11-16,2021,2026-12-31,2026,Term Life,20,5,1500000,5500,Annual,Non-Smoker,Preferred,Inforce,0,0
P000534,I00387,F,1984,26,2010-06-10,2010,2026-12-31,2026,Term Life,20,16,5900000,24000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000535,I00388,F,1999,25,2024-12-05,2024,2026-12-31,2026,Term Life,25,2,3900000,26100,Annual,Smoker,Preferred,Inforce,0,0
P000536,I00389,M,1960,50,2010-03-05,2010,2026-12-31,2026,Term Life,30,16,2000000,12500,Annual,Non-Smoker,Standard,Inforce,0,0
P000537,I00389,M,1960,63,2023-06-03,2023,2026-12-31,2026,Universal Life,99,3,3100000,73700,Annual,Non-Smoker,Standard,Inforce,180500,0
P000538,I00390,M,1971,52,2023-09-17,2023,2026-12-31,2026,Term Life,20,3,1100000,8400,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000539,I00390,M,1971,45,2016-06-07,2016,2026-12-31,2026,Term Life,30,10,8300000,49900,Annual,Non-Smoker,Standard,Inforce,0,0
P000540,I00391,M,1999,22,2021-12-08,2021,2026-12-31,2026,Term Life,20,5,1000000,4300,Monthly,Non-Smoker,Standard,Inforce,0,0
P000541,I00391,M,1999,20,2019-07-29,2019,2026-12-31,2026,Term Life,10,7,2300000,9600,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000542,I00391,M,1999,18,2016-06-16,2016,2026-12-31,2026,Term Life,20,10,2500000,11300,Annual,Non-Smoker,Standard,Inforce,0,0
P000543,I00391,M,1999,26,2025-07-26,2025,2026-12-31,2026,Term Life,25,1,1800000,7600,Monthly,Non-Smoker,Standard,Inforce,0,0
P000544,I00392,F,1973,52,2025-12-23,2025,2026-12-31,2026,Term Life,30,1,2400000,16300,Annual,Non-Smoker,Preferred,Inforce,0,0
P000545,I00393,F,1996,24,2020-05-31,2020,2026-12-31,2026,Universal Life,50,6,1900000,26100,Annual,Non-Smoker,Standard,Inforce,116500,0
P000546,I00394,M,1989,33,2022-10-11,2022,2026-12-31,2026,Term Life,25,4,2300000,9400,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000547,I00394,M,1989,23,2012-03-06,2012,2026-12-31,2026,Universal Life,30,14,1100000,13100,Semiannual,Non-Smoker,Preferred,Lapsed,115000,0
P000548,I00395,F,2000,24,2024-04-08,2024,2026-12-31,2026,Term Life,30,2,2400000,9800,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000549,I00396,M,1980,31,2011-08-04,2011,2026-12-31,2026,Whole Life,99,15,2600000,48100,Quarterly,Non-Smoker,Standard,Inforce,221600,0
P000550,I00396,M,1980,35,2015-12-07,2015,2026-12-31,2026,Term Life,30,11,2900000,15100,Annual,Non-Smoker,Standard,Inforce,0,0
P000551,I00396,M,1980,42,2022-07-14,2022,2026-12-31,2026,Term Life,25,4,500000,3000,Annual,Non-Smoker,Standard,Inforce,0,0
P000552,I00397,M,1959,65,2024-12-12,2024,2026-12-31,2026,Universal Life,40,2,2200000,49800,Monthly,Non-Smoker,Preferred,Inforce,39900,0
P000553,I00397,M,1959,62,2021-03-31,2021,2026-12-31,2026,Term Life,20,5,2000000,13700,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000554,I00398,F,1983,33,2016-11-11,2016,2026-12-31,2026,Universal Life,30,10,1400000,17900,Monthly,Non-Smoker,Preferred,Inforce,135100,0
P000555,I00399,M,1991,28,2019-10-19,2019,2026-12-31,2026,Term Life,25,7,4100000,13700,Annual,Non-Smoker,Preferred,Lapsed,0,0
P000556,I00399,M,1991,28,2019-06-04,2019,2026-12-31,2026,Term Life,25,7,3000000,11200,Monthly,Non-Smoker,Preferred,Surrendered,0,0
P000557,I00400,F,1974,49,2023-07-27,2023,2026-12-31,2026,Universal Life,30,3,2200000,67600,Monthly,Smoker,Preferred,Inforce,125800,0
P000558,I00400,F,1974,42,2016-10-07,2016,2026-12-31,2026,Universal Life,50,10,1900000,46000,Annual,Smoker,Preferred,Inforce,290200,0
P000559,I00401,M,2003,21,2024-01-01,2024,2026-12-31,2026,Term Life,15,2,1600000,6600,Monthly,Non-Smoker,Preferred,Surrendered,0,0
P000560,I00402,F,1975,46,2021-06-05,2021,2026-12-31,2026,Universal Life,30,5,2900000,52500,Annual,Non-Smoker,Standard,Inforce,114100,0
P000561,I00402,F,1975,43,2018-05-27,2018,2026-12-31,2026,Universal Life,99,8,1100000,17500,Monthly,Non-Smoker,Standard,Claimed,117800,1
P000562,I00403,M,1964,59,2023-04-18,2023,2026-12-31,2026,Term Life,20,3,6100000,50800,Annual,Non-Smoker,Standard,Inforce,0,0
P000563,I00404,M,1959,65,2024-08-08,2024,2026-12-31,2026,Term Life,15,2,2800000,23100,Monthly,Non-Smoker,Standard,Inforce,0,0
P000564,I00404,M,1959,62,2021-10-24,2021,2026-12-31,2026,Term Life,10,5,1800000,16200,Monthly,Non-Smoker,Standard,Inforce,0,0
P000565,I00405,F,1990,35,2025-11-07,2025,2026-12-31,2026,Whole Life,99,1,2000000,94900,Semiannual,Smoker,Substandard,Inforce,40300,0
P000566,I00406,M,1960,57,2017-12-02,2017,2026-12-31,2026,Universal Life,99,9,2100000,78400,Quarterly,Smoker,Standard,Inforce,378700,0
P000567,I00406,M,1960,52,2012-06-13,2012,2026-12-31,2026,Term Life,25,14,600000,6200,Monthly,Smoker,Standard,Inforce,0,0
P000568,I00407,F,1980,41,2021-08-27,2021,2026-12-31,2026,Universal Life,50,5,1700000,21200,Annual,Non-Smoker,Preferred,Inforce,83100,0
P000569,I00408,F,1958,57,2015-08-15,2015,2026-12-31,2026,Universal Life,50,11,1100000,21100,Annual,Non-Smoker,Standard,Inforce,145500,0
P000570,I00409,F,1993,32,2025-08-15,2025,2026-12-31,2026,Universal Life,99,1,3300000,34800,Semiannual,Non-Smoker,Preferred,Surrendered,14700,0
P000571,I00409,F,1993,30,2023-12-12,2023,2026-12-31,2026,Term Life,20,3,5800000,24000,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000572,I00410,F,1993,32,2025-04-20,2025,2026-12-31,2026,Term Life,20,1,4400000,16000,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000573,I00411,F,1989,32,2021-09-19,2021,2026-12-31,2026,Term Life,15,5,1700000,7600,Annual,Non-Smoker,Preferred,Inforce,0,0
P000574,I00412,F,1955,61,2016-08-30,2016,2026-12-31,2026,Term Life,15,10,3200000,23700,Annual,Non-Smoker,Standard,Inforce,0,0
P000575,I00412,F,1955,61,2016-03-27,2016,2026-12-31,2026,Whole Life,99,10,1800000,62300,Quarterly,Non-Smoker,Standard,Inforce,251000,0
P000576,I00412,F,1955,61,2016-12-03,2016,2026-12-31,2026,Universal Life,30,10,6600000,145400,Annual,Non-Smoker,Standard,Inforce,567100,0
P000577,I00413,F,1978,44,2022-02-13,2022,2026-12-31,2026,Universal Life,30,4,3700000,58100,Semiannual,Non-Smoker,Standard,Inforce,140000,0
P000578,I00413,F,1978,41,2019-05-26,2019,2026-12-31,2026,Term Life,20,7,1100000,5500,Annual,Non-Smoker,Standard,Inforce,0,0
P000579,I00413,F,1978,39,2017-09-21,2017,2026-12-31,2026,Whole Life,99,9,2900000,70900,Annual,Non-Smoker,Standard,Inforce,170700,0
P000580,I00414,F,1990,24,2014-12-06,2014,2026-12-31,2026,Whole Life,99,12,1100000,17700,Quarterly,Non-Smoker,Standard,Inforce,81700,0
P000581,I00415,M,1960,62,2022-11-21,2022,2026-12-31,2026,Term Life,15,4,5100000,45600,Monthly,Non-Smoker,Standard,Inforce,0,0
P000582,I00416,M,1995,29,2024-11-13,2024,2026-12-31,2026,Universal Life,40,2,1900000,22600,Monthly,Non-Smoker,Preferred,Surrendered,33300,0
P000583,I00417,F,2000,23,2023-06-21,2023,2026-12-31,2026,Term Life,30,3,7300000,27900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000584,I00418,M,1998,19,2017-02-17,2017,2026-12-31,2026,Universal Life,99,9,1700000,52800,Semiannual,Smoker,Substandard,Inforce,380500,0
P000585,I00419,M,1985,38,2023-05-01,2023,2026-12-31,2026,Whole Life,99,3,1200000,40300,Quarterly,Smoker,Standard,Inforce,48800,0
P000586,I00420,M,1974,46,2020-12-10,2020,2026-12-31,2026,Term Life,10,6,1300000,10000,Annual,Smoker,Preferred,Inforce,0,0
P000587,I00420,M,1974,48,2022-06-08,2022,2026-12-31,2026,Term Life,30,4,3200000,26400,Annual,Smoker,Preferred,Inforce,0,0
P000588,I00421,M,1978,45,2023-04-26,2023,2026-12-31,2026,Universal Life,40,3,3400000,60900,Monthly,Non-Smoker,Standard,Surrendered,89200,0
P000589,I00421,M,1978,37,2015-04-12,2015,2026-12-31,2026,Whole Life,99,11,2300000,49500,Semiannual,Non-Smoker,Standard,Inforce,151700,0
P000590,I00422,F,1979,40,2019-03-17,2019,2026-12-31,2026,Term Life,20,7,2100000,20900,Annual,Smoker,Standard,Inforce,0,0
P000591,I00422,F,1979,43,2022-01-13,2022,2026-12-31,2026,Whole Life,99,4,2400000,88000,Annual,Smoker,Standard,Inforce,123100,0
P000592,I00423,F,1990,24,2014-01-24,2014,2026-12-31,2026,Term Life,20,12,4100000,15900,Monthly,Non-Smoker,Standard,Inforce,0,0
P000593,I00424,M,1975,49,2024-05-05,2024,2026-12-31,2026,Universal Life,40,2,900000,27400,Semiannual,Smoker,Preferred,Inforce,22100,0
P000594,I00424,M,1975,44,2019-09-01,2019,2026-12-31,2026,Universal Life,50,7,1900000,43300,Annual,Smoker,Preferred,Inforce,188300,0
P000595,I00425,F,1984,27,2011-11-09,2011,2026-12-31,2026,Whole Life,99,15,1000000,17400,Annual,Non-Smoker,Standard,Inforce,128200,0
P000596,I00426,F,1978,47,2025-02-07,2025,2026-12-31,2026,Whole Life,99,1,1200000,27800,Annual,Non-Smoker,Preferred,Inforce,9600,0
P000597,I00427,M,1998,23,2021-08-22,2021,2026-12-31,2026,Whole Life,99,5,3400000,106300,Annual,Smoker,Standard,Inforce,197300,0
P000598,I00428,F,1996,25,2021-08-01,2021,2026-12-31,2026,Term Life,30,5,1600000,6200,Monthly,Non-Smoker,Standard,Inforce,0,0
P000599,I00428,F,1996,28,2024-11-18,2024,2026-12-31,2026,Universal Life,40,2,3300000,40400,Annual,Non-Smoker,Standard,Inforce,60100,0
P000600,I00429,M,1984,39,2023-10-22,2023,2026-12-31,2026,Universal Life,99,3,1400000,40200,Monthly,Smoker,Standard,Inforce,60000,0
P000601,I00429,M,1984,39,2023-04-10,2023,2026-12-31,2026,Term Life,10,3,1900000,19500,Annual,Smoker,Standard,Surrendered,0,0
P000602,I00430,M,1976,46,2022-12-23,2022,2026-12-31,2026,Term Life,25,4,2700000,13900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000603,I00431,F,1982,29,2011-07-16,2011,2026-12-31,2026,Whole Life,99,15,2800000,57600,Annual,Non-Smoker,Standard,Inforce,280400,0
P000604,I00432,M,1961,52,2013-09-11,2013,2026-12-31,2026,Term Life,25,13,2700000,20400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000605,I00432,M,1961,59,2020-07-23,2020,2026-12-31,2026,Universal Life,99,6,2100000,50200,Quarterly,Non-Smoker,Standard,Inforce,233400,0
P000606,I00433,F,1989,28,2017-05-05,2017,2026-12-31,2026,Whole Life,99,9,1700000,36900,Annual,Smoker,Preferred,Inforce,163600,0
P000607,I00434,F,1982,35,2017-03-17,2017,2026-12-31,2026,Universal Life,99,9,3300000,41300,Monthly,Non-Smoker,Preferred,Inforce,179700,0
P000608,I00435,M,1968,52,2020-12-01,2020,2026-12-31,2026,Whole Life,99,6,1800000,50200,Quarterly,Non-Smoker,Standard,Inforce,78100,0
P000609,I00435,M,1968,54,2022-12-19,2022,2026-12-31,2026,Whole Life,99,4,1300000,41700,Semiannual,Non-Smoker,Standard,Inforce,40800,0
P000610,I00436,F,1964,52,2016-01-03,2016,2026-12-31,2026,Whole Life,99,10,2200000,89100,Quarterly,Smoker,Standard,Inforce,353000,0
P000611,I00437,F,1970,40,2010-02-24,2010,2026-12-31,2026,Term Life,10,10,2200000,12100,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000612,I00438,M,1970,51,2021-08-06,2021,2026-12-31,2026,Term Life,20,5,1800000,9100,Annual,Non-Smoker,Preferred,Inforce,0,0
P000613,I00438,M,1970,43,2013-04-23,2013,2026-12-31,2026,Whole Life,99,13,3800000,76200,Monthly,Non-Smoker,Preferred,Inforce,260400,0
P000614,I00439,F,1985,39,2024-03-31,2024,2026-12-31,2026,Whole Life,99,2,1400000,31000,Annual,Non-Smoker,Standard,Inforce,25000,0
P000615,I00440,F,1996,27,2023-12-23,2023,2026-12-31,2026,Universal Life,40,3,1600000,15100,Annual,Non-Smoker,Preferred,Lapsed,18800,0
P000616,I00441,F,1979,40,2019-09-23,2019,2026-12-31,2026,Whole Life,99,7,1700000,40200,Semiannual,Non-Smoker,Standard,Surrendered,115600,0
P000617,I00442,F,1967,53,2020-08-25,2020,2026-12-31,2026,Universal Life,99,6,2200000,41600,Annual,Non-Smoker,Preferred,Inforce,168200,0
P000618,I00442,F,1967,52,2019-01-26,2019,2026-12-31,2026,Universal Life,40,7,2700000,52100,Quarterly,Non-Smoker,Preferred,Inforce,264300,0
P000619,I00442,F,1967,55,2022-10-13,2022,2026-12-31,2026,Term Life,30,4,1100000,7100,Annual,Non-Smoker,Preferred,Inforce,0,0
P000620,I00442,F,1967,51,2018-05-08,2018,2026-12-31,2026,Universal Life,50,8,3600000,63900,Monthly,Non-Smoker,Preferred,Inforce,246300,0
P000621,I00443,M,1960,55,2015-03-04,2015,2026-12-31,2026,Term Life,30,11,1500000,14300,Annual,Non-Smoker,Substandard,Inforce,0,0
P000622,I00444,F,1998,20,2018-08-22,2018,2026-12-31,2026,Universal Life,30,8,3000000,33200,Annual,Non-Smoker,Preferred,Inforce,124700,0
P000623,I00445,F,1963,56,2019-03-10,2019,2026-12-31,2026,Term Life,20,7,5700000,36900,Monthly,Non-Smoker,Standard,Inforce,0,0
P000624,I00445,F,1963,57,2020-08-25,2020,2026-12-31,2026,Whole Life,99,6,3100000,95100,Annual,Non-Smoker,Standard,Inforce,299800,0
P000625,I00446,F,1999,19,2018-12-08,2018,2026-12-31,2026,Term Life,30,8,2500000,11800,Monthly,Non-Smoker,Standard,Inforce,0,0
P000626,I00446,F,1999,24,2023-09-29,2023,2026-12-31,2026,Term Life,20,3,1900000,7900,Annual,Non-Smoker,Standard,Inforce,0,0
P000627,I00446,F,1999,22,2021-10-14,2021,2026-12-31,2026,Universal Life,30,5,1100000,15700,Semiannual,Non-Smoker,Standard,Inforce,32800,0
P000628,I00447,F,1990,34,2024-10-31,2024,2026-12-31,2026,Term Life,15,2,3800000,16100,Annual,Non-Smoker,Standard,Inforce,0,0
P000629,I00447,F,1990,28,2018-06-12,2018,2026-12-31,2026,Term Life,20,8,5300000,25600,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000630,I00447,F,1990,33,2023-08-15,2023,2026-12-31,2026,Term Life,20,3,3300000,14600,Annual,Non-Smoker,Standard,Inforce,0,0
P000631,I00447,F,1990,32,2022-11-10,2022,2026-12-31,2026,Term Life,20,4,2200000,11100,Monthly,Non-Smoker,Standard,Inforce,0,0
P000632,I00448,F,1997,26,2023-09-16,2023,2026-12-31,2026,Term Life,10,3,12000000,57400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000633,I00448,F,1997,28,2025-08-07,2025,2026-12-31,2026,Term Life,20,1,1000000,4900,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000634,I00449,M,1974,42,2016-10-07,2016,2026-12-31,2026,Universal Life,30,10,1300000,20400,Annual,Non-Smoker,Preferred,Inforce,146100,0
P000635,I00450,F,1972,50,2022-08-17,2022,2026-12-31,2026,Term Life,20,4,1600000,10600,Annual,Non-Smoker,Standard,Surrendered,0,0
P000636,I00451,F,1997,24,2021-03-23,2021,2026-12-31,2026,Term Life,20,5,2900000,9700,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000637,I00451,F,1997,20,2017-09-01,2017,2026-12-31,2026,Universal Life,30,9,1300000,13700,Annual,Non-Smoker,Preferred,Claimed,98000,1
P000638,I00452,F,1975,40,2015-08-19,2015,2026-12-31,2026,Term Life,30,11,2300000,14800,Monthly,Non-Smoker,Standard,Claimed,0,1
P000639,I00453,F,1958,56,2014-05-13,2014,2026-12-31,2026,Term Life,25,12,3400000,28400,Monthly,Non-Smoker,Standard,Lapsed,0,0
P000640,I00454,M,1987,33,2020-05-06,2020,2026-12-31,2026,Term Life,30,6,3300000,17900,Annual,Non-Smoker,Standard,Inforce,0,0
P000641,I00454,M,1987,34,2021-11-23,2021,2026-12-31,2026,Whole Life,99,5,1600000,27100,Annual,Non-Smoker,Standard,Inforce,70500,0
P000642,I00455,M,1981,35,2016-05-21,2016,2026-12-31,2026,Universal Life,50,10,1800000,24100,Semiannual,Non-Smoker,Preferred,Inforce,121700,0
P000643,I00456,M,1961,55,2016-09-23,2016,2026-12-31,2026,Whole Life,99,10,2200000,72300,Monthly,Non-Smoker,Standard,Inforce,286300,0
P000644,I00457,M,1960,56,2016-09-05,2016,2026-12-31,2026,Whole Life,99,10,1300000,35100,Monthly,Non-Smoker,Preferred,Inforce,112600,0
P000645,I00458,F,1969,43,2012-11-16,2012,2026-12-31,2026,Universal Life,30,14,1800000,32600,Semiannual,Non-Smoker,Standard,Inforce,250800,0
P000646,I00459,F,1972,51,2023-05-03,2023,2026-12-31,2026,Term Life,25,3,2700000,14400,Annual,Non-Smoker,Preferred,Inforce,0,0
P000647,I00460,F,1986,36,2022-05-21,2022,2026-12-31,2026,Term Life,10,4,3500000,15700,Annual,Non-Smoker,Standard,Inforce,0,0
P000648,I00461,M,1965,58,2023-08-14,2023,2026-12-31,2026,Universal Life,40,3,2900000,70100,Annual,Non-Smoker,Standard,Inforce,79200,0
P000649,I00462,F,1974,39,2013-02-09,2013,2026-12-31,2026,Whole Life,99,13,1400000,50500,Annual,Smoker,Standard,Inforce,232200,0
P000650,I00463,M,1978,43,2021-05-27,2021,2026-12-31,2026,Universal Life,40,5,3500000,76400,Monthly,Non-Smoker,Substandard,Inforce,196300,0
P000651,I00463,M,1978,35,2013-05-01,2013,2026-12-31,2026,Term Life,20,13,1900000,12400,Quarterly,Non-Smoker,Substandard,Inforce,0,0
P000652,I00464,M,1969,47,2016-05-19,2016,2026-12-31,2026,Whole Life,99,10,2300000,63100,Monthly,Non-Smoker,Standard,Inforce,331800,0
P000653,I00465,F,2002,20,2022-06-21,2022,2026-12-31,2026,Universal Life,40,4,600000,8600,Annual,Non-Smoker,Standard,Inforce,16200,0
P000654,I00465,F,2002,18,2015-06-13,2015,2026-12-31,2026,Whole Life,99,11,2700000,43300,Annual,Non-Smoker,Standard,Inforce,247500,0
P000655,I00465,F,2002,20,2022-10-04,2022,2026-12-31,2026,Term Life,15,4,3500000,15200,Monthly,Non-Smoker,Standard,Surrendered,0,0
P000656,I00466,F,1961,54,2015-02-11,2015,2026-12-31,2026,Whole Life,99,11,2500000,125400,Annual,Smoker,Standard,Inforce,655600,0
P000657,I00467,M,1975,47,2022-03-12,2022,2026-12-31,2026,Term Life,30,4,5200000,38200,Monthly,Non-Smoker,Standard,Inforce,0,0
P000658,I00468,M,1996,18,2013-03-19,2013,2026-12-31,2026,Term Life,30,13,3200000,12400,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000659,I00468,M,1996,24,2020-04-28,2020,2026-12-31,2026,Term Life,25,6,2000000,9300,Annual,Non-Smoker,Standard,Inforce,0,0
P000660,I00469,M,1980,38,2018-07-16,2018,2026-12-31,2026,Term Life,20,8,1600000,15100,Annual,Smoker,Standard,Inforce,0,0
P000661,I00470,M,1998,18,2015-12-22,2015,2026-12-31,2026,Whole Life,99,11,1900000,30200,Monthly,Non-Smoker,Standard,Inforce,124500,0
P000662,I00470,M,1998,18,2013-03-20,2013,2026-12-31,2026,Whole Life,99,13,1700000,31300,Quarterly,Non-Smoker,Standard,Inforce,151400,0
P000663,I00470,M,1998,26,2024-12-27,2024,2026-12-31,2026,Term Life,10,2,2300000,11900,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000664,I00471,F,1968,53,2021-04-20,2021,2026-12-31,2026,Universal Life,99,5,2300000,36400,Monthly,Non-Smoker,Preferred,Inforce,68800,0
P000665,I00472,M,1991,24,2015-02-02,2015,2026-12-31,2026,Term Life,30,11,1100000,4000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000666,I00472,M,1991,22,2013-08-01,2013,2026-12-31,2026,Whole Life,99,13,1900000,25800,Monthly,Non-Smoker,Preferred,Inforce,108300,0
P000667,I00472,M,1991,29,2020-07-27,2020,2026-12-31,2026,Whole Life,99,6,4100000,53400,Annual,Non-Smoker,Preferred,Surrendered,76500,0
P000668,I00473,F,1975,50,2025-06-19,2025,2026-12-31,2026,Term Life,30,1,3600000,26600,Monthly,Non-Smoker,Standard,Claimed,0,1
P000669,I00474,M,1972,45,2017-10-05,2017,2026-12-31,2026,Term Life,25,9,1900000,18500,Semiannual,Smoker,Standard,Inforce,0,0
P000670,I00474,M,1972,53,2025-08-27,2025,2026-12-31,2026,Universal Life,40,1,1500000,43100,Annual,Smoker,Standard,Inforce,26400,0
P000671,I00475,M,1959,57,2016-07-31,2016,2026-12-31,2026,Universal Life,30,10,4200000,97800,Annual,Non-Smoker,Standard,Inforce,676900,0
P000672,I00476,M,1957,61,2018-02-01,2018,2026-12-31,2026,Universal Life,99,8,1100000,23000,Monthly,Non-Smoker,Preferred,Inforce,87100,0
P000673,I00476,M,1957,56,2013-04-16,2013,2026-12-31,2026,Term Life,15,13,1400000,8800,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000674,I00476,M,1957,54,2011-08-04,2011,2026-12-31,2026,Term Life,20,15,1800000,11400,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000675,I00476,M,1957,55,2012-07-18,2012,2026-12-31,2026,Universal Life,40,14,1300000,20100,Annual,Non-Smoker,Preferred,Inforce,184100,0
P000676,I00477,M,1977,45,2022-10-27,2022,2026-12-31,2026,Universal Life,99,4,2800000,37800,Monthly,Non-Smoker,Preferred,Lapsed,103700,0
P000677,I00477,M,1977,42,2019-12-23,2019,2026-12-31,2026,Term Life,25,7,2600000,14200,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000678,I00478,M,1980,30,2010-01-11,2010,2026-12-31,2026,Term Life,20,16,1500000,5300,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000679,I00479,M,1991,31,2022-10-22,2022,2026-12-31,2026,Universal Life,50,4,2000000,32600,Annual,Non-Smoker,Substandard,Inforce,49500,0
P000680,I00479,M,1991,23,2014-07-14,2014,2026-12-31,2026,Term Life,20,12,3600000,24100,Quarterly,Non-Smoker,Substandard,Inforce,0,0
P000681,I00479,M,1991,31,2022-09-02,2022,2026-12-31,2026,Whole Life,99,4,1600000,36700,Annual,Non-Smoker,Substandard,Inforce,49800,0
P000682,I00480,F,1978,43,2021-01-04,2021,2026-12-31,2026,Whole Life,99,5,1000000,21400,Annual,Non-Smoker,Standard,Inforce,22400,0
P000683,I00481,M,2003,19,2022-06-30,2022,2026-12-31,2026,Universal Life,30,4,2900000,58200,Monthly,Smoker,Preferred,Inforce,170200,0
P000684,I00482,F,1973,46,2019-06-02,2019,2026-12-31,2026,Whole Life,99,7,1700000,49300,Annual,Non-Smoker,Standard,Inforce,112700,0
P000685,I00483,M,1979,42,2021-07-19,2021,2026-12-31,2026,Universal Life,99,5,1500000,25200,Semiannual,Non-Smoker,Standard,Inforce,82400,0
P000686,I00484,F,1975,41,2016-08-02,2016,2026-12-31,2026,Whole Life,99,10,1700000,29800,Semiannual,Non-Smoker,Preferred,Inforce,93400,0
P000687,I00485,F,1966,54,2020-10-02,2020,2026-12-31,2026,Whole Life,99,6,1100000,31400,Monthly,Non-Smoker,Standard,Surrendered,88200,0
P000688,I00486,F,1995,18,2012-10-06,2012,2026-12-31,2026,Whole Life,99,14,2900000,42500,Annual,Non-Smoker,Preferred,Inforce,287100,0
P000689,I00486,F,1995,22,2017-11-05,2017,2026-12-31,2026,Universal Life,99,9,3900000,47600,Annual,Non-Smoker,Preferred,Inforce,164200,0
P000690,I00487,F,1987,38,2025-04-23,2025,2026-12-31,2026,Universal Life,99,1,1700000,30100,Annual,Non-Smoker,Standard,Lapsed,15300,0
P000691,I00488,M,1958,61,2019-09-07,2019,2026-12-31,2026,Whole Life,99,7,1700000,58900,Annual,Non-Smoker,Standard,Inforce,183200,0
P000692,I00489,F,1996,26,2022-04-23,2022,2026-12-31,2026,Term Life,15,4,4000000,25200,Annual,Smoker,Preferred,Inforce,0,0
P000693,I00489,F,1996,21,2017-05-20,2017,2026-12-31,2026,Whole Life,99,9,1400000,38000,Annual,Smoker,Preferred,Inforce,133400,0
P000694,I00489,F,1996,24,2020-08-11,2020,2026-12-31,2026,Term Life,30,6,2800000,16700,Annual,Smoker,Preferred,Inforce,0,0
P000695,I00490,M,1961,61,2022-09-06,2022,2026-12-31,2026,Universal Life,99,4,1400000,58800,Quarterly,Smoker,Standard,Inforce,169700,0
P000696,I00490,M,1961,61,2022-01-15,2022,2026-12-31,2026,Whole Life,99,4,2400000,131800,Annual,Smoker,Standard,Surrendered,124100,0
P000697,I00491,F,1976,36,2012-07-18,2012,2026-12-31,2026,Term Life,10,10,4200000,30600,Annual,Non-Smoker,Substandard,Inforce,0,0
P000698,I00492,M,1987,26,2013-06-22,2013,2026-12-31,2026,Term Life,20,13,4800000,18600,Monthly,Non-Smoker,Standard,Inforce,0,0
P000699,I00493,M,1971,41,2012-12-08,2012,2026-12-31,2026,Universal Life,99,14,1300000,29500,Monthly,Non-Smoker,Substandard,Inforce,149100,0
P000700,I00494,F,1978,46,2024-12-13,2024,2026-12-31,2026,Whole Life,99,2,1000000,26600,Annual,Non-Smoker,Standard,Inforce,12800,0
P000701,I00495,F,1988,36,2024-07-26,2024,2026-12-31,2026,Term Life,30,2,1900000,21100,Annual,Smoker,Substandard,Inforce,0,0
P000702,I00496,F,1982,39,2021-03-26,2021,2026-12-31,2026,Term Life,20,5,600000,3500,Annual,Non-Smoker,Standard,Inforce,0,0
P000703,I00497,F,1997,18,2012-08-27,2012,2026-12-31,2026,Term Life,20,14,1300000,7400,Monthly,Non-Smoker,Substandard,Inforce,0,0
P000704,I00498,F,1995,28,2023-03-07,2023,2026-12-31,2026,Term Life,30,3,2900000,13400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000705,I00499,M,1993,20,2013-11-15,2013,2026-12-31,2026,Universal Life,99,13,1600000,18700,Annual,Non-Smoker,Standard,Claimed,153500,1
P000706,I00499,M,1993,23,2016-09-30,2016,2026-12-31,2026,Term Life,20,10,2300000,10100,Quarterly,Non-Smoker,Standard,Surrendered,0,0
P000707,I00499,M,1993,30,2023-01-14,2023,2026-12-31,2026,Term Life,10,3,800000,3300,Annual,Non-Smoker,Standard,Surrendered,0,0
P000708,I00500,M,1976,40,2016-07-20,2016,2026-12-31,2026,Universal Life,40,10,2000000,26200,Annual,Non-Smoker,Preferred,Inforce,130200,0
P000709,I00500,M,1976,38,2014-10-31,2014,2026-12-31,2026,Term Life,10,10,3100000,15500,Annual,Non-Smoker,Preferred,Inforce,0,0
P000710,I00500,M,1976,38,2014-10-16,2014,2026-12-31,2026,Whole Life,99,12,1400000,26500,Monthly,Non-Smoker,Preferred,Inforce,64600,0
